Komentar,Timestamp,Platform,Sentimen
plis lihat akun detektif astral... ??????,2025-03-01 00:00:00,Tiktok,netral
wahhh ngga bhya taa??,2025-03-01 00:00:00,Tiktok,netral
MERINDINKKK????,2025-03-01 00:00:00,Tiktok,netral
"ini udah d tahap mna??,, ga ngrti ni orng ngomong ap",2025-03-01 00:00:00,Tiktok,netral
Gebrakan baru anjirtt ??????,2025-03-01 00:00:00,Tiktok,netral
BUSETTTTT????????????,2025-03-01 00:00:00,Tiktok,netral
"capek bgt ngikutin drama ini, terlalu banyak plot twistnya??????
kabarain aja kalau udah tamat????",2025-03-01 00:00:00,Tiktok,netral
seru bngt please ??,2025-03-01 00:00:00,Tiktok,netral
bantah en se Yun Yun gen wong wong iso ndelok bukti e??,2025-03-01 00:00:00,Tiktok,netral
ayok keluarkan semua gasabar,2025-03-01 00:00:00,Tiktok,netral
Omg,2025-03-01 00:00:00,Tiktok,netral
"ksh ndang dibantah, mau lihat gebrakan mu lg yg lain??",2025-03-01 00:00:00,Tiktok,netral
Waduhhhhh,2025-03-01 00:00:00,Tiktok,netral
gerakan tangan diikat sama mulut disumpal,2025-03-01 00:00:00,Tiktok,netral
"good job, sehat selalu",2025-03-01 00:00:00,Tiktok,positif
"good job,.",2025-03-01 00:00:00,Tiktok,positif
aku butuh bukti vidionya sebagai bahan riset??????????,2025-03-01 00:00:00,Tiktok,netral
Sesuai dugaan yg berduit akan menang??,2025-03-01 00:00:00,Tiktok,netral
"liat filmnya yg judulnya ""Real"", nah itu fantasinya dia kira2 , yg peranin dia ama Sulli",2025-03-01 00:00:00,Tiktok,positif
"pusing gw ngikutin, malah makin rumit dan ngerembet kmna mana beritanya apalagi soal si LJH ??",2025-03-01 00:00:00,Tiktok,netral
yok bantah yok?? biar vidio nya keluar??,2025-03-01 00:00:00,Tiktok,netral
Buru spill napa,2025-03-01 00:00:00,Tiktok,netral
sehat selalu deh ahjusii,2025-03-01 00:00:00,Tiktok,netral
Show,2025-03-01 00:00:00,Tiktok,netral
bantah dulu sampe keluar itu videonya,2025-03-01 00:00:00,Tiktok,netral
duhh ...,2025-03-01 00:00:00,Tiktok,netral
trus bantah ksh aq mau lihat photo dn video yg lain y wkwkwkwk,2025-03-01 00:00:00,Tiktok,netral
Ketuaaa tolong jelaskannn,2025-03-01 00:00:00,Tiktok,netral
duhhh,2024-03-01 00:00:00,Tiktok,negatif
emang artinya apa ketua??,2024-03-01 00:00:00,Tiktok,netral
anjirr ada aja gebrakan nya,2024-03-01 00:00:00,Tiktok,netral
shock??,2024-03-01 00:00:00,Tiktok,netral
hahh,2024-03-01 00:00:00,Tiktok,netral
gacor amat ??,2024-03-01 00:00:00,Tiktok,netral
wes angel angellll??,2024-03-01 00:00:00,Tiktok,netral
omg tambah seru guys,2024-03-01 00:00:00,Tiktok,netral
sikat Abang sikat yang kuat jgn kalah sama sih ksh????,2024-03-01 00:00:00,Tiktok,netral
"oalah.... udah paham sih, trus liat pencarian ""dsm"" makin paham????",2024-03-01 00:00:00,Tiktok,netral
Menggelegarrrr ??????,2024-03-01 00:00:00,Tiktok,netral
woi apeniiiii,2024-03-01 00:00:00,Tiktok,netral
sekelip mata jd terkenal viewer sgt tinggi punyalh KSH ambil berpuluh Tahun nk jd terkenal....knp mse bercinta keluarga KSR x bwa kes ke court biar je..x fhm...sepatutnya dulu lg,2024-03-01 00:00:00,Tiktok,netral
"kene minta tlg Candace Owens msk campur nie. Bridget macron pon dia boleh bongkar kan penipuan first lady France, ini plak stakat anak didik p.diddy.. Kim Diddy ??",2024-03-01 00:00:00,Tiktok,positif
"what??? tak nak up kan gmbr dan video lg, sb nak jaga reputasi KSR? cakap ja semua tu tiada, sekadar ugutan ja.. ??",2026-03-01 00:00:00,Tiktok,netral
hasil post mortem pasti ada bgtau pada fmily..jin ho ada di sana slps post mortem?dia dariawal sdh mghasut org ramai utk membenci mangsa sblm kematian..,2026-03-01 00:00:00,Tiktok,netral
tk..dia dpt dri mana pulakk gmbr dgn vdio tu,2024-03-01 00:00:00,Tiktok,netral
X paham boleh translate,1931-03-01 00:00:00,Tiktok,netral
dia cakap pakai vd dia sendiri tiada vd ni tunjukan ??,1931-03-01 00:00:00,Tiktok,netral
"Masalah sekarang kalau duit yg berjalan memang sukar sikit,pihak KSH suka gunakan kuasa duit utk bayar org utk burukkan nama KSR di media sosial",2028-03-01 00:00:00,Tiktok,netral
upload ja la kalau berani..atau mmg tiada tu video,2026-03-01 00:00:00,Tiktok,netral
"apa gik olah kau soomen oi, ada jak keja kau yaaa??",2026-03-01 00:00:00,Tiktok,netral
sya xfham la eih ?? sepa lg ni,2025-03-01 00:00:00,Tiktok,netral
stay strong KSH ????,2025-03-01 00:00:00,Tiktok,positif
Is your corrupt President safe now?,2025-03-01 00:00:00,Tiktok,netral
Garisero should be sued!,2025-03-01 00:00:00,Tiktok,netral
"It is very saddened when there are lot of female, and women are siding the man. When the fact that they are also a girl ?? ??",2025-03-01 00:00:00,Tiktok,netral
"By the way, I hope none of you ever become victims of cyberbullying. The malice and glee are hard to bear",2025-03-01 00:00:00,Tiktok,negatif
"Kshyun (bukan Goldmedalist) tidak membantah, berarti…?",2025-03-01 00:00:00,Tiktok,netral
sing kuat ya ??,2025-03-01 00:00:00,Tiktok,netral
apa massuna ini??,2024-03-01 00:00:00,Tiktok,netral
"nih bukti bang, dibaca caption nya ya bang ??",1931-03-01 00:00:00,Tiktok,netral
nih suka gaya bgtu an mh udh pro malah,2029-03-01 00:00:00,Tiktok,netral
Parah parah,2028-03-01 00:00:00,Tiktok,netral
CROCODILE TEARS?? RIP KIM SAE RON,1931-03-01 00:00:00,Tiktok,netral
Yall thats exactly how he acted in queen of tears ??,1931-03-01 00:00:00,Tiktok,positif
We stand with Kim Soo Hyun and all Korean stars that fell victim to cyber bullying!,2025-01-04 00:00:00,Tiktok,netral
He’s been practising his lines and expressions for about 20 days to prepare for this press briefing. ???? He had No sympathy at all for his victims Kim Sae Ron and Sulli. Just upset for himself . Once a narcissist always a narcissist.,1931-03-01 00:00:00,Tiktok,netral
Kim soo hyun case,1931-03-01 00:00:00,Tiktok,netral
kinda hate the fact he referred Kim sae Ron as the deceased. at least say her name showing some form of respect for her,1931-03-01 00:00:00,Tiktok,negatif
forever with Kim Soo hyun ???????? please stay strong and keep fighting ????,2025-03-04 00:00:00,Tiktok,positif
Let’s rephrase. He started dating and sleeping with Kim Sae Ron when she was 15/16 and he was 28. Creeper is referring to the effed up Korean law that made 13yo the age of consent at that time.,1931-03-01 00:00:00,Tiktok,netral
we support kim soo hyun ????????,2025-01-04 00:00:00,Tiktok,netral
"I don’t know if he is speaking the truth or not, but the fact remained that Kim sae Ron was bullied while she was alive by the same people criticizing him now.",2025-01-04 00:00:00,Tiktok,netral
Kim soohyun is innocent,2025-01-04 00:00:00,Tiktok,positif
"I dont think hes acting. He loved kim sae ron tho, dont say such Bad things about him hes a human to.",1931-03-01 00:00:00,Tiktok,netral
he totally could’ve addressed kim sae ron instead of “the deceased.” also he shows no sorrow for her family at all. he’s just denying all allegations and probably just upset about his situation smh,1931-03-01 00:00:00,Tiktok,netral
I believe you kim Soo hyun,2025-02-04 00:00:00,Tiktok,netral
"I just have one question
so when she was still alive y'all didn't find it weird that Kim sae Ron was dating him it's now that she is no more that's when u feel it's wrong?
anyways the truth shall",2025-01-04 00:00:00,Tiktok,netral
RIP KIM SAE RON??????,1931-03-01 00:00:00,Tiktok,positif
keep on fighting Kim Soo Hyun?? you will get through this??,2025-01-04 00:00:00,Tiktok,positif
"Despite everything,he's still one of the Top 10 Hallyu Stars of 2025. You can't dim the light of someone born to shine. Rawr!!!
He's a legend. He is Kim Soohyun. No one else!
#KimSooHyun",2014-04-01 00:00:00,Tiktok,positif
"Queen of Tears on real life..
he is so done??",1931-03-01 00:00:00,Tiktok,positif
Stay strong Kim SooHyun! Never bow to pressure for something you did not do. ??????,2025-01-04 00:00:00,Tiktok,positif
"Kim Soo Hyun, you are in this conference to tell the truth, not to please Garosero's clowns.You are a human being?? Kim Soo Hyun your fans are with you ?",2025-01-04 00:00:00,Tiktok,netral
we stand with you Kim soo hyun,2025-04-04 00:00:00,Tiktok,netral
I believe and trust in you Kim SooHyun fighting ??????,2025-08-04 00:00:00,Tiktok,netral
All black outfit ??Full makeup ??Fake tears ??No Guilt ??No remorse ??Give kim soohyun all the acting awards for this press conference,1931-03-01 00:00:00,Tiktok,netral
trying to use them acting skills has FAILED and then he couldn’t even say her name was a joke ???? rip baby girl Kim sae ron,1931-03-01 00:00:00,Tiktok,negatif
"idk what happened but.....anyways RIP KIM SAE RON, I can't judge kim soohyun because idk what happened....",3d ago,Tiktok,netral
don't know what to believe anymore but know this for sure that kim soohyun is famous for his crying scenes....,2025-01-04 00:00:00,Tiktok,positif
Fighting Oppa Kim Soo Hyun,2025-03-04 00:00:00,Tiktok,netral
He’s been practising his lines and expressions for about 20 days to prepare for this press briefing. ???? He had No sympathy at all for his victims Kim Sae Ron and Sulli. Just upset for himself . Once a narcissist always a narcissist.,2025-08-04 00:00:00,Tiktok,netral
Smoking on kim soohyuns career lmaooo ????,2025-03-04 00:00:00,Tiktok,netral
the “deceased” is crazy when she was his ex girlfriend.,1931-03-01 00:00:00,Tiktok,negatif
The thing about being the most paid actor is that we know this is what his acting looks like ??,1931-03-01 00:00:00,Tiktok,positif
Yall forget he’s a actor??I’m not believing any of it,1931-03-01 00:00:00,Tiktok,netral
i don’t believe him for a second,1931-03-01 00:00:00,Tiktok,netral
Never knew we’d see him acting live ????,1931-03-01 00:00:00,Tiktok,netral
he’s acting bro,1931-03-01 00:00:00,Tiktok,netral
Say her name. Not “the deceased.” Say her name.,1931-03-01 00:00:00,Tiktok,netral
brotha is there not proof…video and picture proof…,1931-03-01 00:00:00,Tiktok,netral
This looks like straight from a drama,1931-03-01 00:00:00,Tiktok,positif
"Let’s say he didn’t date her, still he had 0 empathy for her suing her and making sure her career was over",1931-03-01 00:00:00,Tiktok,positif
Kim so hyun ????,1931-03-01 00:00:00,Tiktok,netral
l love kim soo hyun stay strong,2025-09-04 00:00:00,Tiktok,positif
a person can do so little about it. It could happen to you too. DO NOT GIVE UP Kim Soo Hyun !!!,2025-07-04 00:00:00,Tiktok,negatif
STOP ACTING KIM SOO HYUN,2025-01-04 00:00:00,Tiktok,netral
I Love kim soo hyun,2025-08-04 00:00:00,Tiktok,positif
"im afraid,I've been a Kim soo Hyun fan long enough to know when he's acting",2025-01-04 00:00:00,Tiktok,netral
"he actually seems honest, i honestamente support kim soo hyun",2025-01-04 00:00:00,Tiktok,positif
I believe kim soo hyun its not his fault,2025-02-04 00:00:00,Tiktok,netral
I don't think Kim Soo Hyun is guilty.,2025-10-04 00:00:00,Tiktok,negatif
I don’t believe kim soo hyun is innocent ??,2025-01-04 00:00:00,Tiktok,positif
JUSTICE FOR KIM SOO HYUN ??????????????????and stay strong ????,2025-04-04 00:00:00,Tiktok,positif
"I support ""star kim soo hyun"" ??",2025-03-04 00:00:00,Tiktok,netral
We stand with you kim soo hyun please be strong,2025-01-04 00:00:00,Tiktok,positif
kim soo hyun oppa (FIGHTING),2025-02-04 00:00:00,Tiktok,netral
you are so strong kim soo Hyun,2025-03-04 00:00:00,Tiktok,positif
Stand for Kim Soo Hyun,2025-03-04 00:00:00,Tiktok,netral
kim soo hyun ?????????????????,2025-01-04 00:00:00,Tiktok,netral
In this case like justice for Kim sae Ron and let her rest and peace and not do nothing cus there something called karma and we don’t need to do something karma will find but only if he actually didit,2014-04-01 00:00:00,Tiktok,netral
"Imagine Kim Saeron have to deal with this p3do alone, with a uncountable media behind him. Even with so many evidence, he's still denies it oh my god",2025-02-04 00:00:00,Tiktok,netral
"He puts on makeup, styled his hair, and delivered a tearful speech…but can’t produce a single shred of evidence? Where’s his receipts?",1931-03-01 00:00:00,Tiktok,netral
the dramatic pauses ???????? give up,2025-01-04 00:00:00,Tiktok,negatif
Did he forget we know he’s an actor??? To give a fake performance crying instead of apologizing is actually wild,1931-03-01 00:00:00,Tiktok,negatif
His best performance yet,1931-03-01 00:00:00,Tiktok,positif
him crying made it so unbelievable??,1931-03-01 00:00:00,Tiktok,negatif
he’s an actor?? also the nerve to not call her by the name and just ‘the deceased’ is so disrespectful,2025-01-04 00:00:00,Tiktok,netral
him pausing to read the script??,1931-03-01 00:00:00,Tiktok,netral
people need to stop spreading false accusations against innocent men. this happens far too often.,1931-03-01 00:00:00,Tiktok,netral
I need body language professional to analyze this,1931-03-01 00:00:00,Tiktok,netral
These comments are so freaking cruel.,2025-01-04 00:00:00,Tiktok,negatif
"HE ????WON'T ????ADMIT ????TO????WHAT ????HE ????DIDN'T ???? DOOOO????
y'all can never make me hate him and that's period ??",2025-01-04 00:00:00,Tiktok,negatif
me when I try to lie about eating the last piece of cake but it was actually me ??????,1931-03-01 00:00:00,Tiktok,netral
Crying for what… if he was innocent he’d defend himself by proving,1931-03-01 00:00:00,Tiktok,positif
"People should leave him alone,",1931-03-01 00:00:00,Tiktok,netral
The amount of people defending him in the comments is crazy,1931-03-01 00:00:00,Tiktok,negatif
He's an actor trained to cry on cue and convey sad emotions ??,1931-03-01 00:00:00,Tiktok,negatif
Queen of tears all over ?? come on.,1931-03-01 00:00:00,Tiktok,netral
he denied dating her altogether. now he only admits to dating her when she was an adult.... he'll probably admit a bit more in a few weeks,1931-03-01 00:00:00,Tiktok,netral
The denial is crazy even after her parents came out with their text messages and pics/videos. It’s even crazier he’s calling her “the deceased” instead of her name!,1931-03-01 00:00:00,Tiktok,negatif
Can someone please explain what’s going on?,1931-03-01 00:00:00,Tiktok,netral
Free bro i like his kdramas. He innocent,1931-03-01 00:00:00,Tiktok,positif
people are forgetting he's an actor ????,1931-03-01 00:00:00,Tiktok,netral
Poor guy. Haters need to leave him alone. Does SK want another death!? ????,1931-03-01 00:00:00,Tiktok,positif
"So she died because y’all bullied her and you guys are doing the same thing to him now? Until when will it stop? When that all die? but if he dies too you’ll find someone else to bully, you guysssss!",2025-01-04 00:00:00,Tiktok,positif
Him not taking accountability in this press conference just pisses me off. Didn’t even have th decency of saying her name.,1931-03-01 00:00:00,Tiktok,negatif
HE POSTING HIS BDAY PRESENTS IGNORING HER DEATH SAYS EVERYTHING.HOW CAN HE CELEBRATE HIS BDAY WHEN A GIRL HE DATED DIED.,2025-01-04 00:00:00,Tiktok,negatif
the guy is innocent leave him alone,1931-03-01 00:00:00,Tiktok,netral
"The thing abt groomers is they don't ""date"" their victims until they reach a legal age. That's the whole point of grooming. They stay around them & condition them to be the perfect gf once their legal",2025-01-04 00:00:00,Tiktok,positif
“The deceased”?? I hope that was translated wrong because…WHAT?? ??,1931-03-01 00:00:00,Tiktok,netral
I will support him!,2025-01-04 00:00:00,Tiktok,positif
All these comments are too recent and I was trying to find somone explaining what’s happening,1931-03-01 00:00:00,Tiktok,netral
"He is korean most high paid actor of course he can play a very good role in his drama, he's reading his script very well.Fake tears.Justice for KSR and SuLLi.",1931-03-01 00:00:00,Tiktok,negatif
Chinese citizens handed with receipts that he was reading a script which was 98% AI generated ????,1931-03-01 00:00:00,Tiktok,negatif
why is he crying…,1931-03-01 00:00:00,Tiktok,netral
"It's fine if i get hate, but i fully support him. we dont even know the truth here",2025-01-04 00:00:00,Tiktok,positif
I just saw a post apparently Chinese fans found out that over 90% of his script is ai generated ??,1931-03-01 00:00:00,Tiktok,positif
He took no accountability for his part and the tears don’t seem genuine. He lied from the start so anything that comes out of his mouth is a lie to me.,1931-03-01 00:00:00,Tiktok,netral
That man is so guiltyyyy,1931-03-01 00:00:00,Tiktok,negatif
"I’m going to wait bc I learned that sometimes we are wrong to jump to conclusions. I hope none of it happened, not for his sake, but for hers. Why are yall so determined to wish that on her?",2025-01-04 00:00:00,Tiktok,negatif
Thats not fair to blame him the death of the girl. It was the DUI that hot her cancelled,1931-03-01 00:00:00,Tiktok,netral
not convincing ( actually these tears irritate so much,2025-01-04 00:00:00,Tiktok,netral
I believe him!!,2025-01-04 00:00:00,Tiktok,netral
Say her name bru,2025-01-04 00:00:00,Tiktok,netral
There’s proof mind you??,2025-01-04 00:00:00,Tiktok,netral
"him not attending her funeral could be because it was too painful for him, toxic Kdrama fans killed her and now they want to do the blame game, I don't trust him but I don't trust the allegations too, there’s no clear proof just mashup made by the same fans that drove her to her death, and you guys are still doing the same thing, which is following things blindly. If he gets bullied and dies then you guys will play another blame game and migrate to another person",2025-01-04 00:00:00,Tiktok,negatif
Did he unalive her?,1931-03-01 00:00:00,Tiktok,netral
we all saw that photo of him in her kitchen... how can he deny that?,2025-01-04 00:00:00,Tiktok,netral
He couldn’t even have the decency to say her NAME he just called her the deceased seriously i will never ever watch another show with him in it EVER,2025-01-04 00:00:00,Tiktok,negatif
the way he can’t even say her name says it all,1931-03-01 00:00:00,Tiktok,netral
did he used this method crying too in his dramas?,1931-03-01 00:00:00,Tiktok,negatif
it’s literally giving acting ????,2025-01-04 00:00:00,Tiktok,netral
"Unpopular opinion and I’m not defending him; but if the parents knew a grown man was dating their minor daughter,why didn’t they stop it?It’s just as bad,they were responsible for her wellbeing",2025-01-04 00:00:00,Tiktok,netral
He can’t even say her name.,2025-01-04 00:00:00,Tiktok,netral
Why nobody told me the season 2 of queen of tears was out ??,1931-03-01 00:00:00,Tiktok,netral
?????????? ?????????,2025-01-04 00:00:00,Tiktok,netral
It’s crazy how people blame him for her decision to kill herself. She did that. He’s not to be blamed. That’s only on her. People are cruel n now want to blame him n call him a lair n know everything,2025-01-04 00:00:00,Tiktok,negatif
Odd how he refuses to say her name…,1931-03-01 00:00:00,Tiktok,negatif
Mind you guys that’s the highest payed actor in Korea ??,1931-03-01 00:00:00,Tiktok,netral
wasn't there allegedly pictures of them kissing or something?,1931-03-01 00:00:00,Tiktok,netral
"Great acting my boi, He gets a pass ??",1931-03-01 00:00:00,Tiktok,positif
??He thinks he’s on set of queen of tears??,2025-01-04 00:00:00,Tiktok,netral
King of tears season 2,1931-03-01 00:00:00,Tiktok,netral
he's the highest paid actor,1931-03-01 00:00:00,Tiktok,netral
I don’t believe him ????,1931-03-01 00:00:00,Tiktok,netral
Which series is this.,1931-03-01 00:00:00,Tiktok,netral
I don’t believe him at all,1931-03-01 00:00:00,Tiktok,netral
POV his acting in it’s okay not to be okay,2025-01-04 00:00:00,Tiktok,positif
Yall his script that he was reading was proven to be AI generated ????,2025-01-04 00:00:00,Tiktok,netral
"""an actor doesn't wipe tears, the actor make a good scene to it""",1931-03-01 00:00:00,Tiktok,positif
Why does he refer to her as “the deceased?” It takes the humanity out of it,2025-01-04 00:00:00,Tiktok,netral
Ok now all you guys are an expert on crying?,2025-01-04 00:00:00,Tiktok,positif
King of Tears,2025-01-04 00:00:00,Tiktok,netral
"He couldn't even call her by name kept saying deceased. Great acting but I'm not buying this, it's quite obvious it's fake acting. Besides if you really want to take responsibility why sue her family for defamation.",2025-01-04 00:00:00,Tiktok,netral
"annnndddd scene ???? ""king of crocodile tears"" premieres April 1st.",1931-03-01 00:00:00,Tiktok,netral
He is SQUEEZING those tears out.,1931-03-01 00:00:00,Tiktok,netral
I believe her.,1931-03-01 00:00:00,Tiktok,netral
he’s the highest paid actor in sokor for a reason ???????,1931-03-01 00:00:00,Tiktok,netral
Actor of the year... and the oscar goes tooooo...,2025-01-04 00:00:00,Tiktok,netral
We saw Queen of Tears we know he can cry on demand,1931-03-01 00:00:00,Tiktok,netral
??????Ik premium acting was about to drop.,1931-03-01 00:00:00,Tiktok,netral
Queen of Tears season 2 is toxic,1931-03-01 00:00:00,Tiktok,netral
the cancel culture in korea is insanee,2025-01-04 00:00:00,Tiktok,netral
It is too late and he doesn’t seem sincere at all,2025-01-04 00:00:00,Tiktok,netral
Give him an Oscar foreal. Best work he ever did.,1931-03-01 00:00:00,Tiktok,positif
the way I cringed to him crying.,1931-03-01 00:00:00,Tiktok,negatif
not him looking down to read the script ??,2025-01-04 00:00:00,Tiktok,negatif
I can't deny that he's a great actor.,1931-03-01 00:00:00,Tiktok,positif
I imagine him going backstage and wiping his face feeling irritated ??,2025-01-04 00:00:00,Tiktok,netral
SHE DIED??!!!! WHAT IVE MISSED SO MUCH ??,1931-03-01 00:00:00,Tiktok,positif
I knew he was gonna cry and act innocent Remember he is an actor!!,1931-03-01 00:00:00,Tiktok,positif
wonder how many times he has reverse for this comference n yes he did well...he deserves an Oscar award for this acting...??????,2025-01-04 00:00:00,Tiktok,negatif
"The media in Korea knew about they dating when she was still a minor, was an inside secret.",1931-03-01 00:00:00,Tiktok,negatif
I mean his an actor so....?????,1931-03-01 00:00:00,Tiktok,netral
hes literally acting im hollering,2025-01-04 00:00:00,Tiktok,negatif
"Everything seems fake, it’s like watching a movie I haven’t seen someone cry like the irl",2025-01-04 00:00:00,Tiktok,negatif
He can’t even say HER NAME.,2025-01-04 00:00:00,Tiktok,negatif
"when I saw him crying over his brother in Its okay not to be okay, I thought I had never seen a more convincing crying scene in my long life. He could've done better here. C-",1931-03-01 00:00:00,Tiktok,netral
his acting skills,1931-03-01 00:00:00,Tiktok,positif
i thought he was supposed to be a good actor what happened,1931-03-01 00:00:00,Tiktok,positif
1) there’s proof of him and her dating when she was a minor 2) even if they dated when (he) says - that still made him 33 with a 19 y/o???,1931-03-01 00:00:00,Tiktok,negatif
don't believe it. ???????. they lied about him dating her in general in the first place. what won't stop them from lying again.,1931-03-01 00:00:00,Tiktok,negatif
"this was the wrong move , even if he happens to be innocent .",1931-03-01 00:00:00,Tiktok,negatif
Maybe he's not that good of an actor,1931-03-01 00:00:00,Tiktok,netral
"He's the highest paid actor, and he can act just with ""one take"". Cmon??????",2025-01-04 00:00:00,Tiktok,negatif
"man is an actor, what do you expect? ??",1931-03-01 00:00:00,Tiktok,negatif
awww he's acting to help himself in real life,1931-03-01 00:00:00,Tiktok,negatif
HO THE EVIDENCE IS RIGHT THERE,2025-01-04 00:00:00,Tiktok,netral
are we deadass rn ????,2025-01-04 00:00:00,Tiktok,netral
"bro he's definitely acting rn.
ain't no way",1931-03-01 00:00:00,Tiktok,negatif
He look like he faking it tbh,1931-03-01 00:00:00,Tiktok,negatif
hes probably lying to save face (for now) cause everything will be revealed later anyway,1931-03-01 00:00:00,Tiktok,negatif
you all are in different countries and I wonder how you all start throwing stones at people you have never met in person by gathering facts on social media,2025-01-04 00:00:00,Tiktok,positif
"This is the problem of being an actor, even when you’re saying the truth people think you’re lying and you’re acting laugh out loud, he could be saying the truth, but no one will believe him ??",2025-01-04 00:00:00,Tiktok,negatif
what part of his management let him act like this ????,2025-01-04 00:00:00,Tiktok,negatif
I was about to ask what drama this was smh,2025-01-04 00:00:00,Tiktok,netral
It makes me laugh how people are practically butchering him for Kim SAE Ron's death..when in reality! it was the same people who abandoned her and left her alone!,1931-03-01 00:00:00,Tiktok,negatif
He should have played in “doom at your service” because bro summoned THE DOOM.,1931-03-01 00:00:00,Tiktok,negatif
The tears are a hard sell for me since he is known as the king of tears for his ability to cry so well on screen,1931-03-01 00:00:00,Tiktok,negatif
Kim Soo Hyun *Cue tears and empathy for the public*??????,1931-03-01 00:00:00,Tiktok,negatif
Fake tears to clear his name since all of his endorsements are backing out.,1931-03-01 00:00:00,Tiktok,negatif
and scene! ??,1931-03-01 00:00:00,Tiktok,netral
kalau yg kim saeron hamil pas umur 16th tu bnran? ??????,2016-03-01 00:00:00,Tiktok,netral
ihhh gak malu apa ya kim soo hyun,2016-03-01 00:00:00,Tiktok,negatif
fix kim soo hyun jodohnya taeil,2016-03-01 00:00:00,Tiktok,negatif
Terus apa hubungannya si? Emang kim soo hyun terlibat tapi kan masalah utamanya karna kim saeron sendiri yang punya kasus.,2017-03-01 00:00:00,Tiktok,netral
Kim sarron siapa? Kim soo hyun siapa juga?? ga faham??,2017-03-01 00:00:00,Tiktok,netral
"Jangan minta maaf dulu yee lu kim soo hyun, tunggu semua foto keluar semuaaa ??????",2016-03-01 00:00:00,Tiktok,negatif
"We want justice for Kim Sae Ron.. We will not let this end, we are after that man Kim Soo Hyun until he goes to jail! THIS IS NOT A PROBLEM OF KOREA BUT THE ENTIRE WORLD!! #JusticeKimsaeRon",2016-03-01 00:00:00,Tiktok,positif
Baikot tu kim Soo hyun,2016-03-01 00:00:00,Tiktok,negatif
Kim soo hyun dah kakak beradik ma taeil,2017-03-01 00:00:00,Tiktok,negatif
kim soo hyun anj,2016-03-01 00:00:00,Tiktok,negatif
@nadd:pasti ibunya Kim sae ron benci banget sama kim soo hyun,2016-03-01 00:00:00,Tiktok,negatif
"jantung paru paru tenggorokan
kim soo hyun isah isah ra katok an",2017-03-01 00:00:00,Tiktok,netral
Kim Soo Hyun pacaran sama saeron pas saeron udah dewasa,2018-03-01 00:00:00,Tiktok,positif
kak kasian mamak ku suka kim soo hyun sekarang gk suka lagi dulu suka banget sama kim soo hyun??,2017-03-01 00:00:00,Tiktok,netral
kim soo hyun sempak merah,2017-03-01 00:00:00,Tiktok,negatif
tadi gw pas buka x langsung muncul foto Kim soo Hyun pake sempak??,2016-03-01 00:00:00,Tiktok,negatif
rule pertama: jangan pernah debat dengan penggemar kim soo hyun,2018-03-01 00:00:00,Tiktok,netral
lee jin hoo sapeeee,2017-03-01 00:00:00,Tiktok,netral
"""taeil invite Kim Soohyun to group""",2017-03-01 00:00:00,Tiktok,negatif
Brati Kim Soohyun itu dakjal nya Korea....harus di boikot,2017-03-01 00:00:00,Tiktok,negatif
anjirr cuman pake boxer??,2016-03-01 00:00:00,Tiktok,negatif
"Pedofilia emang yahh, Di FB itu pd belain dia blg Kim Sae Ron pansos sama dia, berung si Soo Hyun mau sama dia..bikin emosi..tp capek ladenin hrs pake English,gak puas klu marah gak pake bahasa Kita??",2017-03-01 00:00:00,Tiktok,negatif
"sebenernya cuman minta akui dan minta maaf udah gtu , biar nama baik kimsaeron tuh balik lagi . udah kek gtu tp kayanya susah amat",2016-03-01 00:00:00,Tiktok,positif
"Kim Soo Hyun was 27 years old and had an affair with a 14 year old girl, Sae Ron was a minor. There's evidence but damn South Korea, I've never seen a nation as d*sgust*ng as Koreans!!",2016-03-01 00:00:00,Tiktok,negatif
"dulu kim seron yg mohon"" sama si kim soon hyun sekarang giliran dia yg mohon"" ke keluarganya almarhum buat bisa ketemuan ?? lucu ya ntah siapa yg bener dan yg salah tp aku selalu nangis pas bayangin",2016-03-01 00:00:00,Tiktok,negatif
itu di foto aslinya dia pake boxer,2016-03-01 00:00:00,Tiktok,positif
kyk nya dia janjian deh kak sama si taeil,2017-03-01 00:00:00,Tiktok,negatif
Terus hubunganny apa mb sama hidup sekarang. Kan masa lalu. Hemmm…. Kok nyalahin kim so hyun,2016-03-01 00:00:00,Tiktok,positif
"GM :""TERKAIT FOTO TERSEBUT CELANA KIM SOO HYUN KETUMPAHAN KUAH RAMYEON JADI CELANA NYA TERPAKSA DILEPAS DAN DIJEMUR DULU MENGANTISIPASI AGAR KSH TIDAK MASUK ANGIN??""",2016-03-01 00:00:00,Tiktok,negatif
lebih gila daripada kasus taeil,2017-03-01 00:00:00,Tiktok,negatif
"Sakit jiwa sih kim soo hyun, kesel bnget sumpah.",2016-03-01 00:00:00,Tiktok,negatif
Bener” lu kim soo Hyun????,2016-03-01 00:00:00,Tiktok,negatif
Harusnya kamu liat kehancurannya Kim Sae Ron ??,2017-03-01 00:00:00,Tiktok,negatif
semoga emaknya sae ron ga aneh2 dah.. bnyk yg bilang emaknya bakal di sogok biar foto2nya ga di sebar lagi,2016-03-01 00:00:00,Tiktok,positif
Kalian udh nonton film kim soo hyun yg real blm sumpah itu peran nya dia menjiwai bgt ?????? apa iaa dia seperti itu dunia nyata nya,2017-03-01 00:00:00,Tiktok,positif
kim soo hyun mintaaa maaff ga luuuuu??,2017-03-01 00:00:00,Tiktok,negatif
